,X,Y,Z,Roll,Pitch,Yaw
63,6.54743,-3.80393,29.5371,0.472709,5.15019,-5.27513
64,6.5322,-3.68536,30.3888,1.07713,4.79247,-1.04265
65,6.84987,-3.38591,31.4052,1.47305,4.644,-0.309114
66,7.04974,-3.35543,32.1847,1.50794,4.77373,-1.99146
67,6.94633,-4.68624,33.2524,1.1794,4.95751,-5.59102
68,7.31514,-4.56095,33.5954,1.0721,5.02246,-8.14855
69,7.38365,-5.05352,34.1204,0.976293,5.12982,-10.2013
70,7.53116,-4.9063,35.2108,1.5089,4.90485,-8.26217
71,7.12918,-5.5038,36.1997,1.6549,5.04386,-7.66097
72,7.37419,-5.74866,36.6862,1.71343,5.05961,-8.2705
73,7.55658,-6.22506,38.0539,2.05535,4.9437,-7.42106
74,7.89199,-6.55716,39.3851,2.46772,4.74918,-6.20185
75,8.64418,-6.5235,40.9444,2.55463,5.21157,-10.2922
76,9.32074,-7.08521,43.7497,2.68477,5.90127,-14.8712
77,9.1286,-7.3718,44.9652,2.80677,6.13049,-15.3228
78,8.9011,-8.00412,45.6809,2.48028,6.5711,-17.6282
79,9.12488,-8.19385,46.6458,2.89903,6.43979,-16.0235
80,9.58521,-7.77288,46.7745,3.68162,5.56503,-11.0463
81,9.9616,-7.51979,47.3044,4.30966,5.08571,-8.07919
82,10.2781,-6.70263,47.4135,4.78294,4.76534,-6.65838
83,10.3195,-6.60451,47.3355,4.74861,5.04826,-8.1233
84,10.0086,-6.87835,47.6607,5.01878,5.1924,-7.49407
85,9.8956,-7.04874,47.6064,5.33849,5.25274,-6.65712
86,9.46305,-7.44849,47.7732,6.31979,4.69977,-1.3015
87,9.12179,-7.42815,47.842,6.86171,4.01897,2.87755
88,9.08425,-7.04368,48.1814,7.32715,3.24332,6.51656
89,9.35686,-6.75814,48.2495,7.42565,2.81989,7.61211
90,9.63313,-6.87587,48.892,7.31063,2.947,6.26642
91,9.78888,-6.95993,49.7103,7.20885,3.60255,3.11002
92,10.0677,-7.23032,51.1427,6.83658,4.91352,-3.00326
93,10.1431,-8.19919,52.1372,6.55032,5.43256,-5.24854
94,10.0608,-9.16625,54.5658,6.59381,6.07416,-7.09527
95,9.74915,-10.778,57.0711,6.49846,6.28082,-6.95475
96,9.76326,-10.8742,57.8131,6.74932,6.03824,-5.62971
97,9.82255,-10.9078,57.942,6.88558,5.64227,-3.96954
98,10.1579,-10.337,58.2572,7.48191,4.91138,-1.04117
99,10.3285,-9.85166,58.2004,7.56957,5.05672,-1.88395
100,10.7302,-9.74765,57.9364,7.75472,4.64117,-0.611583
101,11.1136,-10.1141,57.9229,7.7249,4.74154,-1.20968
102,11.0687,-10.5875,58.1951,7.15998,5.96063,-6.15984
103,11.4653,-11.2126,57.9201,6.80633,6.34297,-8.0003
104,11.5194,-11.3668,58.5341,7.10905,6.24011,-6.68293
105,11.5999,-11.4274,59.1885,7.60388,5.77088,-3.29693
106,11.8302,-11.1972,60.5712,8.48552,4.64713,1.99094
107,11.9381,-11.5297,61.0396,8.61758,4.28225,3.56265
108,11.9924,-11.1829,62.8796,9.39415,3.27392,7.83981
109,12.8065,-11.0309,63.344,9.31901,3.34144,6.25629
110,13.2168,-11.3888,64.6562,9.54237,3.08328,6.28058
111,13.3939,-11.4183,66.0566,10.0453,2.17259,9.08944
112,14.165,-12.1027,67.6654,10.0783,2.97398,4.2967
113,14.3265,-12.9326,68.5772,9.94268,3.62112,1.16241
114,14.1414,-14.6362,71.9437,9.74513,5.88545,-7.4446
115,14.0624,-15.2759,73.2972,9.55048,6.7207,-10.5412
116,13.9901,-15.7491,73.4363,9.91837,5.75937,-7.19327
117,14.3179,-15.6976,73.51,10.1471,5.10824,-5.67381
118,14.0963,-15.9083,73.3282,9.78149,5.60943,-7.58959
119,14.0434,-15.6861,73.1231,9.97083,4.73965,-4.96992
120,13.9923,-15.6187,73.5926,10.1864,4.46271,-4.1123
121,13.6299,-16.3508,74.3307,9.75081,5.50158,-7.69388
122,13.9383,-16.0832,74.7899,9.88574,5.40439,-8.05628
123,14.0395,-16.7001,75.6232,10.0216,5.36015,-8.07416
124,14.2458,-16.7528,76.5105,10.5529,4.575,-5.38895
125,14.3321,-17.0302,76.2991,10.5466,4.2308,-4.06785
126,14.7759,-16.5986,76.1162,10.8302,3.70785,-2.13469
127,14.6818,-16.3856,76.4437,11.0957,3.59966,-0.831561
128,15.0906,-15.9168,76.3363,11.1658,4.01736,-1.95893
129,15.1818,-15.7399,76.2247,11.2643,3.93375,-1.49023
130,14.8541,-15.9904,76.4766,11.2945,4.02994,-1.04978
131,14.7249,-16.0792,76.5359,11.173,4.4022,-2.06617
132,14.4266,-16.1988,76.4442,11.3624,3.40484,1.63047
133,14.607,-15.6274,76.4847,11.6289,2.6156,4.01576
134,14.5838,-15.5287,76.333,11.6212,2.32978,4.91364
135,14.5948,-15.3502,77.1152,11.8501,2.37687,4.82354
136,14.509,-15.4719,77.6077,11.9522,2.33468,5.09269
137,14.2382,-16.2815,78.3967,11.9356,3.10032,3.2375
138,14.6454,-16.4967,79.2551,12.0246,4.02713,0.146066
139,14.7886,-17.1767,80.1175,12.1928,4.65327,-1.46263
140,14.9872,-17.6672,80.8828,12.54,4.75663,-1.46653
141,15.1168,-18.2006,82.3664,13.2522,4.72769,-0.706204
142,15.1722,-18.4677,82.8567,13.3262,5.47377,-2.60287
143,15.5258,-18.7798,83.4196,14.3399,4.70397,-0.26252
144,15.5992,-18.9662,83.2557,14.359,6.21137,-4.42873
145,15.8041,-18.8027,83.1367,15.1461,5.46312,-2.60083
146,15.905,-18.5334,83.48,15.916,6.6104,-5.50313
147,15.8488,-18.3052,83.7727,16.5743,7.15336,-6.65913
148,15.9418,-17.9181,83.8162,17.8939,6.37694,-5.00857
149,16.1395,-17.9969,83.6629,18.2291,6.91308,-6.62989
150,15.9078,-18.1903,83.7095,18.7362,7.80637,-8.47743
151,15.8603,-18.3046,83.6052,19.0315,8.07724,-8.91435
152,15.5444,-18.5507,83.8447,19.0381,10.386,-12.4992
153,15.8957,-18.4265,84.1118,20.5047,8.61959,-8.17585
154,15.9907,-18.2771,84.449,21.1068,8.7373,-8.26707
155,16.4899,-17.5753,84.7078,23.0838,5.08334,-1.81461
156,16.5505,-17.9452,84.7947,23.437,5.4365,-2.81772
157,16.2322,-18.3213,85.2291,23.2433,7.85302,-7.35524
158,16.3228,-18.6208,85.4895,22.4849,10.4223,-12.5695
159,16.4236,-18.8635,85.5048,21.4596,12.6067,-17.2208
160,16.2371,-18.7914,85.8485,21.6611,12.519,-16.9497
161,16.0839,-18.7848,86.1127,21.9575,11.9855,-16.0219
162,16.0849,-19.1115,86.1234,22.6602,9.86954,-12.9322
163,16.4601,-19.2123,86.2808,22.8072,9.35822,-12.5946
164,16.8553,-19.225,85.8054,21.6262,11.7307,-18.3021
165,17.0459,-19.2181,85.5663,20.8503,13.2158,-21.8241
166,17.0448,-19.4704,85.537,19.3053,15.8714,-27.8159
167,16.8264,-19.5484,85.4324,19.0885,16.1836,-28.5431
168,16.5823,-19.957,85.5497,18.6325,17.0655,-30.2571
169,16.4723,-20.1215,85.3031,18.5401,17.075,-30.3526
170,16.5804,-20.0522,85.2274,19.6234,15.4347,-26.8651
171,16.8231,-19.4409,85.49,20.1541,14.2609,-25.5774
172,17.1061,-19.5646,85.7252,20.2666,13.6791,-25.2167
173,17.2589,-19.4562,86.4386,20.4049,13.4677,-25.4923
174,16.9919,-19.8988,86.8669,19.3271,15.0941,-29.1642
175,17.6172,-20.0172,87.2342,19.4674,14.8553,-29.4857
176,17.7624,-20.3231,87.7237,19.5369,14.8668,-29.5718
177,17.9658,-20.7921,88.3987,19.0019,15.8195,-31.8725
178,18.2597,-21.2691,88.5319,18.3296,16.6527,-34.1383
179,18.3267,-21.8301,89.2632,17.7632,17.7348,-36.3595
180,18.262,-22.0914,89.6355,18.5754,16.9143,-34.1205
181,18.3329,-22.211,90.3704,18.3397,17.8895,-36.4072
182,18.5597,-22.5965,90.7878,18.7735,17.5674,-36.2286
183,18.6698,-22.9187,91.486,18.7333,18.0438,-37.4495
184,18.8922,-23.4704,91.7132,18.6268,18.3251,-38.9915
185,18.9085,-23.6026,91.9684,18.4594,18.8391,-40.5214
186,18.6744,-23.98,92.177,17.7865,19.8936,-43.5501
187,18.3916,-24.2477,92.2209,17.7627,20.0328,-44.2672
188,18.1821,-24.4964,92.1959,17.0494,20.939,-47.5421
189,18.6832,-24.7499,91.9378,11.6777,24.8056,-65.139
190,16.8924,-25.6223,96.1921,22.7007,10.4829,-35.89
191,15.6444,-26.9387,96.222,18.8287,16.1044,-53.3534
192,18.9625,-24.3738,93.7106,4.78816,28.0925,-95.5178
193,18.9625,-24.3738,93.7106,4.78816,28.0925,-95.5178
194,15.1281,-27.4115,96.4309,21.6047,15.4481,-55.0494
195,15.1281,-27.4115,96.4309,21.6047,15.4481,-55.0494
196,16.1524,-26.5644,91.9584,22.4378,18.3743,-68.9002
197,14.0311,-27.8294,95.0587,28.1237,12.1822,-56.8843
198,14.0311,-27.8294,95.0587,28.1237,12.1822,-56.8843
199,15.8344,-25.7652,94.9553,23.6361,20.8612,-70.9584
200,14.6399,-26.2724,99.0369,33.3341,-3.73609,-27.7028
201,13.0258,-28.7305,99.4004,32.6077,4.36239,-34.8179
202,13.0258,-28.7305,99.4004,32.6077,4.36239,-34.8179
203,14.8996,-28.3513,97.4907,33.6327,3.16609,-33.3001
204,12.738,-29.9124,99.6226,32.9392,10.0977,-38.3037
205,14.7973,-27.6163,96.2335,28.199,19.4769,-55.8726
206,14.7973,-27.6163,96.2335,28.199,19.4769,-55.8726
207,14.7973,-27.6163,96.2335,28.199,19.4769,-55.8726
208,14.7973,-27.6163,96.2335,28.199,19.4769,-55.8726
209,12.3841,-28.6069,98.545,19.5257,37.583,-85.0459
210,8.25179,-33.1151,103.809,40.375,13.6663,-46.1372
211,8.25179,-33.1151,103.809,40.375,13.6663,-46.1372
212,9.42348,-31.4297,100.13,41.0565,17.9224,-54.1827
213,8.28546,-33.5745,101.614,43.9435,7.57718,-43.7664
214,8.28546,-33.5745,101.614,43.9435,7.57718,-43.7664
215,7.9655,-33.256,102.102,41.2665,18.4729,-52.8137
216,8.15962,-33.6213,103.081,43.7244,12.5715,-45.6798
217,7.9015,-33.2312,102.433,43.0642,13.5605,-46.8452
218,8.15104,-32.8863,101.754,42.9792,13.5958,-46.7309
219,10.0128,-32.3629,103.087,42.1005,-2.44901,-29.9611
220,9.0452,-33.6002,105.709,41.1525,3.07802,-33.7766
221,10.931,-32.3198,103.432,20.003,34.8155,-80.1002
222,13.2269,-30.5766,102.375,24.3374,28.6639,-69.6685
223,10.9261,-33.1256,105.79,35.5767,-2.80834,-24.3226
224,9.03799,-33.5759,106.222,35.1572,3.042,-28.4488
225,10.7114,-32.9598,104.374,32.8391,12.5314,-42.9479
226,10.7114,-32.9598,104.374,32.8391,12.5314,-42.9479
227,10.7114,-32.9598,104.374,32.8391,12.5314,-42.9479
228,12.6698,-31.3115,104.299,26.2153,23.3061,-62.2198
229,11.3943,-31.9089,104.999,32.4498,6.91708,-41.1985
230,8.341,-34.3307,109.954,31.4956,10.51,-44.9128
231,8.21982,-34.545,108.834,23.8676,22.5697,-68.0509
232,11.2193,-32.2337,106.022,29.9266,12.8405,-54.4333
233,10.044,-31.7719,106.946,31.5931,5.33577,-44.0977
234,9.08201,-33.3858,107.721,28.3259,15.2521,-57.3964
235,10,-31.6695,106.935,24.8567,20.85,-69.7722
236,8.90852,-33.3025,107.813,28.6431,14.1516,-56.7183
237,8.63554,-33.7254,108.032,28.5906,13.9127,-56.3282
238,10.89,-33.3611,105.593,25.1374,19.8196,-67.855
239,9.20255,-35.3452,108.824,30.5741,9.30526,-45.8655
240,9.74724,-33.7348,106.883,28.4164,14.1667,-54.901
241,10.0957,-33.754,106.431,28.4246,14.4492,-55.1442
242,10.1072,-33.9682,106.248,28.897,13.7335,-53.392
243,10.1779,-33.9714,106.289,29.4527,13.0049,-51.8027
244,10.2123,-33.9583,106.51,29.5437,14.1996,-52.7832
245,10.2123,-34.025,106.66,30.1469,13.484,-51.279
246,10.3446,-34.1097,107.417,31.1433,12.6442,-49.2746
247,10.4825,-34.5721,108.92,31.9666,14.4827,-50.5664
248,10.4825,-34.5721,108.92,31.9666,14.4827,-50.5664
249,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
250,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
251,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
252,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
253,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
254,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
255,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
256,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
257,7.28436,-39.3074,112.024,35.8807,11.2147,-47.8954
258,3.14058,-43.1611,119.005,33.6498,23.1447,-64.3092
259,4.61336,-41.1752,116.057,38.3035,9.21166,-51.6784
260,3.68421,-42.6416,117.723,36.7162,16.1255,-57.1928
261,3.68421,-42.6416,117.723,36.7162,16.1255,-57.1928
262,3.68421,-42.6416,117.723,36.7162,16.1255,-57.1928
263,3.68421,-42.6416,117.723,36.7162,16.1255,-57.1928
264,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
265,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
266,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
267,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
268,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
269,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
270,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
271,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
272,2.2123,-42.9853,120.585,39.8441,16.4733,-57.5864
273,-0.0996102,-45.8024,122.033,50.2413,8.06046,-54.6543
274,-0.0996102,-45.8024,122.033,50.2413,8.06046,-54.6543
275,-0.0996102,-45.8024,122.033,50.2413,8.06046,-54.6543
276,-2.0384,-47.9681,123.269,48.8681,11.2857,-58.034
277,-2.0384,-47.9681,123.269,48.8681,11.2857,-58.034
278,-2.0384,-47.9681,123.269,48.8681,11.2857,-58.034
279,-2.0384,-47.9681,123.269,48.8681,11.2857,-58.034
280,-4.03117,-46.7113,124.427,56.3142,15.9968,-62.7254
281,-4.03117,-46.7113,124.427,56.3142,15.9968,-62.7254
282,-4.22864,-47.0258,119.786,57.2086,18.5205,-65.4475
283,-4.32415,-45.9786,119.887,58.3763,14.9161,-63.6597
284,-4.64526,-46.5197,120.917,56.766,20.0731,-66.1029
285,-4.65488,-47.1808,121.145,57.5026,19.2193,-65.651
286,-4.7966,-47.3058,121.252,57.4513,19.7751,-65.8965
287,-4.19985,-46.6413,121.963,53.5951,21.7232,-66.8305
288,-2.96202,-46.4349,121.952,54.3764,16.3743,-63.5164
289,-2.39456,-46.6804,123.139,51.7528,13.6464,-61.2959
290,-1.76268,-46.2595,123.777,46.9637,12.6062,-60.2032
291,-1.83175,-46.9735,123.695,42.3743,23.2997,-69.7071
292,-0.955436,-46.5239,123.063,45.1265,13.7486,-61.4499
293,-1.44096,-46.8361,124.297,44.253,12.3955,-59.832
294,-1.66586,-47.2685,125.692,44.7641,12.1175,-58.4674
295,-1.17642,-46.6458,124.677,42.8575,16.384,-63.1891
296,-1.10024,-46.6843,124.878,42.2,16.0794,-62.9292
297,-0.665591,-46.115,123.905,39.1812,17.9535,-66.4886
298,-0.163197,-44.4514,124.978,34.6775,23.1464,-73.1929
299,-0.602779,-46.0729,125.552,38.8706,14.9694,-62.9924
300,0.414969,-44.703,126.228,38.8276,11.9115,-59.4275
301,0.0862612,-45.0857,125.049,37.4516,15.3412,-63.8192
302,0.493206,-45.0283,124.934,37.3069,14.4985,-62.7776
303,0.558305,-46.3919,126.749,38.7374,9.37664,-55.3175
304,0.816192,-45.3724,125.029,34.4538,22.5304,-69.4222
305,0.980329,-45.3096,122.53,37.9249,13.5519,-60.1679
306,0.980329,-45.3096,122.53,37.9249,13.5519,-60.1679
307,0.878973,-45.9198,124.827,37.1658,19.1849,-64.8606
308,0.953938,-45.416,123.373,39.371,9.53608,-55.9478
309,1.22182,-45.3778,123.837,39.1424,12.922,-58.7378
310,0.596538,-45.9026,122.933,39.5074,8.71858,-56.317
311,-0.625197,-47.8416,126.324,35.408,23.0972,-71.274
312,-0.581964,-47.3342,125.091,36.7337,20.1151,-69.7014
313,-0.996103,-46.9714,127.024,40.6741,7.26562,-56.4971
314,-1.66806,-47.3032,126.941,36.2526,20.4862,-72.3626
315,-1.24304,-46.139,126.171,36.3216,20.5404,-73.2678
316,-1.78166,-47.49,127.865,37.9487,16.346,-67.694
317,-1.43094,-47.2424,127.296,35.734,21.565,-75.4908
318,-2.04344,-47.8911,128.693,37.4599,17.9376,-70.5838
319,-2.43402,-48.5591,129.473,37.6739,17.9437,-70.9149
320,-2.82292,-48.9141,129.995,37.6552,18.4279,-71.5086
321,-3.39303,-49.4953,130.557,38.0004,18.3165,-71.2287
322,-3.61298,-49.7023,131.007,38.5255,17.6003,-70.1554
323,-3.89861,-49.9251,131.466,39.4195,16.3627,-68.0389
324,-3.74679,-50.0893,131.536,39.9439,15.3364,-66.5555
325,-3.05895,-49.9523,131.382,41.0802,13.0636,-63.2723
326,-3.21803,-50.8296,132.233,42.1078,10.2634,-59.1276
327,-3.22197,-50.9887,131.374,41.8475,10.6022,-59.286
328,-3.33984,-51.0362,131.617,43.1027,12.9412,-58.4532
329,-2.80591,-50.9404,132.497,45.9401,1.21867,-47.0701
330,-2.6755,-50.8764,132.906,46.9834,-4.39565,-40.8312
331,-3.03043,-50.8059,132.511,46.837,0.605167,-43.3693
332,-2.07523,-50.2518,131.813,46.7062,-5.05534,-38.6839
333,-2.63728,-50.6497,133.102,46.5088,-6.14914,-37.4636
334,-2.37161,-50.4086,133.108,46.1457,-6.24284,-37.3132
335,-2.15263,-50.1653,133.31,45.6368,-5.72455,-37.7172
336,-1.97935,-49.9927,133.303,45.3399,-5.73711,-37.7624
337,-2.0476,-50.1967,133.253,45.6771,-5.11096,-38.1383
338,-2.1881,-50.4353,133.345,46.2422,-5.05923,-37.9692
339,-2.90296,-50.9528,133.641,48.2658,-5.58714,-36.7381
340,-2.43729,-50.6142,133,48.319,-6.18502,-36.6668
341,-3.40799,-51.1453,133.286,52.5522,-7.33913,-35.1883
342,-2.90325,-50.8632,132.638,52.2738,-7.30228,-35.4427
343,-2.97508,-50.979,132.531,52.8555,-7.2992,-35.3979
344,-2.9723,-50.9744,132.585,53.1391,-8.10436,-34.8689
345,-3.02024,-51.0065,132.994,52.8552,-8.95168,-34.2741
346,-2.1455,-49.6942,133.52,47.7236,-13.8877,-30.7102
347,-2.69691,-50.5937,133.79,46.886,-6.14382,-36.3897
348,-2.76472,-49.466,133.534,43.9872,-7.27222,-35.8218
349,-2.25433,-49.3092,134.406,42.5432,-12.574,-31.1361
350,-1.76821,-48.8081,135.179,41.666,-15.7218,-28.0366
351,-2.34685,-49.3291,134.505,42.7177,-11.5402,-32.0796
352,-1.7871,-47.9217,134.256,39.5305,-12.3602,-32.1848
353,-1.67468,-48.3194,134.529,38.2529,-10.9547,-33.1465
354,-1.75377,-48.0724,135.739,37.9921,-9.23444,-34.0881
355,-1.75938,-48.7706,135.221,36.2571,-13.9008,-29.3385
356,-1.7616,-48.3208,135.212,35.1499,-15.0235,-27.8625
357,-1.77629,-46.9464,135.964,31.124,-18.4202,-23.0606
358,-1.06812,-46.6318,134.199,30.9887,-15.0169,-28.9094
359,-1.50291,-46.1037,135.487,27.1068,-21.5544,-18.3897
360,-1.78177,-46.6671,135.385,27.5034,-19.2336,-22.0904
361,-1.38794,-46.5293,135.014,28.4663,-17.5368,-25.434
362,-1.49593,-46.6759,135.212,28.099,-17.7394,-25.2597
363,-1.63895,-46.6104,135.182,27.8559,-17.9838,-25.0403
364,-1.69621,-46.5277,135.387,27.5352,-18.5753,-24.3913
365,-1.65539,-46.3134,135.623,27.2628,-19.2815,-23.5037
366,-1.79092,-46.1681,135.802,26.8599,-20.0063,-22.6289
367,-1.77311,-46.352,135.967,26.9015,-19.9634,-22.9719
368,-1.88068,-46.4631,136.193,26.719,-20.2556,-22.8962
369,-1.99124,-46.7108,136.568,26.4321,-20.672,-22.4608
370,-2.04896,-46.8928,136.907,26.3593,-20.8168,-22.8026
371,-2.47489,-47.0374,137.234,26.03,-21.6179,-22.2384
372,-2.60116,-47.0902,137.39,26.0501,-21.9788,-21.9301
373,-3.38748,-48.1585,138.984,26.8766,-21.9835,-22.1216
374,-4.04732,-50.9657,139.409,27.9817,-21.3194,-24.7585
375,-3.75537,-49.2927,139.296,26.6884,-23.1415,-21.2547
376,-4.08998,-49.9384,139.692,26.497,-23.5758,-20.57
377,-4.32939,-50.1697,139.699,25.7605,-24.593,-18.8071
378,-4.40596,-50.1255,139.769,25.2037,-25.1975,-17.5883
379,-4.41111,-49.6378,139.507,24.0038,-26.5443,-15.0255
380,-4.55928,-49.2345,140.003,18.2284,-33.4603,-2.52774
381,-4.90857,-48.9419,139.065,17.9409,-33.7503,-2.64388
382,-4.94945,-48.8632,139.25,15.3104,-36.1891,2.57097
383,-5.11327,-48.4649,139.342,18.1128,-34.1029,-2.53209
384,-5.38865,-48.6429,139.354,17.1925,-35.3245,-0.447653
385,-5.36999,-48.864,139.491,16.5868,-35.9891,1.06817
386,-5.53739,-48.8199,139.371,17.628,-36.2285,2.82588
387,-5.15072,-48.5148,139.361,16.2105,-37.8997,7.89953
388,-4.47538,-48.5954,139.775,18.873,-37.2698,5.66562
389,-4.77458,-49.8927,139.415,25.1042,-33.4128,-2.33057
390,-5.41261,-51.3445,138.145,27.2557,-31.2209,-4.25053
391,-5.23064,-50.5653,138.028,25.4691,-33.2997,-0.345682
392,-5.128,-50.3026,139.27,24.0629,-35.1045,2.86964
393,-5.16961,-50.0662,138.96,23.419,-35.6505,4.43277
394,-5.04004,-49.6988,138.901,23.2029,-36.0388,5.12281
395,-4.92228,-49.4911,139.106,23.3148,-36.3876,5.4809
396,-5.78315,-50.6036,143.101,25.3252,-37.2275,5.26451
397,-6.60122,-51.642,144.637,18.4823,-41.923,16.3265
398,-6.7297,-52.6249,142.856,29.7608,-33.2809,-3.0172
399,-7.26236,-54.2903,144.77,31.9067,-32.2159,-4.52959
400,-7.91003,-55.2598,145.91,26.3137,-37.7611,7.21722
401,-7.60358,-53.5386,146.039,28.103,-36.9855,5.65901
402,-7.8974,-54.7354,146.44,26.9718,-37.6734,7.03105
403,-7.8721,-54.4644,146.386,27.2736,-37.4192,6.81104
404,-7.66256,-53.7615,146.025,27.0216,-37.4468,7.21026
405,-7.44838,-53.4919,146.076,26.9335,-37.5562,7.45674
406,-7.1834,-53.1857,145.776,26.8978,-37.4468,7.34658
407,-7.01001,-53.1863,145.497,27.9265,-36.3735,5.37083
408,-6.95599,-53.4635,145.717,28.447,-35.8198,4.44692
409,-7.19629,-54.0606,145.737,27.6325,-36.1396,5.65007
410,-6.31276,-52.5982,143.983,27.9969,-37.1346,7.09885
411,-5.70523,-53.2007,143.504,32.8959,-36.8764,6.37064
412,-6.84386,-54.247,146.041,32.1029,-39.0859,10.2821
413,-6.52628,-54.549,145.517,31.8729,-39.2327,10.6081
